"","chr","start","end","Total.400","Total.1k","400-43252","400-AHA-1","400-CEH-32","400-CEH-38","400-CES-1","400-DAF-16","400-DPL-1","400-DUXL-1","400-DVE-1","400-F10B5.3","400-F37D6.2","400-F49E8.2","400-FKH-10","400-HLH-30","400-LIN-13","400-LIN-15B","400-LIN-39","400-LIR-3","400-LSY-2","400-MDL-1","400-MEP-1","400-NHR-102","400-NHR-11","400-NHR-237","400-NHR-25","400-NHR-28","400-NHR-48","400-NHR-6","400-NHR-76","400-NHR-77","400-PHA-4","400-RBR-2","400-SNPC-4","400-SPR-1","400-UNC-130","400-ZAG-1","400-ZFP-2","400-ZIP-2","400-ZK546.5","400-ZTF-7","400-NHR-10","400-PQM-1","400-C05D10.1","400-CEY-2","400-FOS-1","400-R02D3.7","400-UNC-62","400-F45C12.2","400-SKN-1","400-ZTF-11","400-EGL-27","400-NHR-116","400-UNC-39","400-R06F6.6","1k-43252","1k-AHA-1","1k-CEH-32","1k-CEH-38","1k-CES-1","1k-DAF-16","1k-DPL-1","1k-DUXL-1","1k-DVE-1","1k-F10B5.3","1k-F37D6.2","1k-F49E8.2","1k-FKH-10","1k-HLH-30","1k-LIN-13","1k-LIN-15B","1k-LIN-39","1k-LIR-3","1k-LSY-2","1k-MDL-1","1k-MEP-1","1k-NHR-102","1k-NHR-11","1k-NHR-237","1k-NHR-25","1k-NHR-28","1k-NHR-48","1k-NHR-6","1k-NHR-76","1k-NHR-77","1k-PHA-4","1k-RBR-2","1k-SNPC-4","1k-SPR-1","1k-UNC-130","1k-ZAG-1","1k-ZFP-2","1k-ZIP-2","1k-ZK546.5","1k-ZTF-7","1k-NHR-10","1k-PQM-1","1k-C05D10.1","1k-CEY-2","1k-FOS-1","1k-R02D3.7","1k-UNC-62","1k-F45C12.2","1k-SKN-1","1k-ZTF-11","1k-EGL-27","1k-NHR-116","1k-UNC-39","1k-R06F6.6"
"1016","chrI",10176196,10176612,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","chrI",10178239,10178655,22,22,NA,NA,NA,NA,1,2,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","chrI",10190985,10191143,13,13,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","chrI",10192874,10193043,8,8,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","chrI",10197502,10197694,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","chrI",10226836,10227252,6,6,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","chrI",10235172,10235410,21,21,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,1,NA,NA,NA,2,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,1,NA,NA,NA,2,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1023","chrI",10297869,10298285,25,25,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1024","chrI",10330434,10330850,7,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1025","chrI",10400593,10401009,17,18,NA,NA,NA,1,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","chrI",10435677,10436093,12,13,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","chrI",10469008,10469424,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","chrI",10474656,10474909,17,17,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","chrI",10517101,10517428,46,48,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
"1030","chrI",10553810,10554057,46,47,1,1,NA,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,1,1,1,1,1,1,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"1031","chrI",10562427,10562847,33,33,1,1,NA,1,NA,3,1,1,2,1,1,NA,NA,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,3,1,1,2,1,1,NA,NA,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1032","chrI",10565081,10565307,29,42,1,NA,1,NA,NA,3,2,2,1,1,1,1,NA,1,1,NA,NA,NA,1,2,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,5,2,2,1,2,2,2,NA,1,2,NA,NA,NA,2,2,2,2,1,NA,NA,1,2,1,NA,NA,NA,2,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","chrI",10565815,10566231,9,9,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","chrI",10567451,10567867,8,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1035","chrI",10592952,10593368,21,21,NA,NA,NA,NA,NA,3,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","chrI",10642344,10642612,20,20,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,2,1,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,2,1,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","chrI",10733618,10734034,10,10,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","chrI",10748252,10748668,9,11,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","chrI",10749856,10750272,13,13,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","chrI",10752116,10752315,18,21,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1041","chrI",10752959,10753375,10,10,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1042","chrI",10769715,10770131,26,26,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1043","chrI",10777387,10777593,21,21,1,NA,NA,NA,NA,2,1,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1044","chrI",10807087,10807503,13,17,NA,NA,NA,NA,NA,2,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","chrI",10816172,10816588,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","chrI",10833310,10833726,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","chrI",10927341,10927757,22,22,NA,1,NA,NA,NA,3,1,1,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1,1,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","chrI",11182439,11182633,31,31,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1049","chrI",11188078,11188494,10,10,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","chrI",11222052,11222295,5,5,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","chrI",11323261,11323447,16,17,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","chrI",11374288,11374633,22,22,NA,NA,1,NA,NA,2,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","chrI",11416546,11416962,12,12,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","chrI",11505398,11505814,19,19,NA,NA,NA,NA,NA,3,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","chrI",11517128,11517544,25,26,1,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","chrI",11577517,11577627,8,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
